rust_function,file,line,signature,same_name_in_c,duplicate_leaf,tool_claimed_by,matcher_proposed_for
writeBitsReversed,src/lodepng.rs,1972,"(writer: Option<&mut crate::lodepng::LodePNGBitWriter>, value: u32, nbits: usize) -> ()",yes,,writeBitsReversed,addLengthDistance
inflateNoCompression,src/lodepng.rs,1979,"(out: Option<&mut Ucvector>, reader: Option<&mut LodePNGBitReader>, settings: Option<&LodePNGDecompressSettings>) -> u32",yes,,inflateNoCompression,readChunk_pHYs
deflateNoCompression,src/lodepng.rs,2000,"(out: Option<&mut Ucvector>, data: Option<&i8>, datasize: usize) -> u32",yes,,deflateNoCompression,lodepng_load_file
lodepng_state_copy,src/lodepng.rs,2026,"(dest: Option<&mut LodePNGState>, source: Option<&LodePNGState>) -> ()",yes,,writeSignature,uivector_resize
HuffmanTree_makeFromLengths,src/lodepng.rs,2035,"(tree: Option<&mut HuffmanTree>, bitlen: Option<&[i32]>) -> u32",yes,,HuffmanTree_makeFromLengths,hash_init
boundary_pm,src/lodepng.rs,2051,"(lists: Option<&mut BPMLists>, leaves: Option<&[BPMNode]>, numpresent: usize, c: i32, num: i32) -> ()",,,boundaryPM,color_tree_get
LodePNGUnknownChunks_copy,src/lodepng.rs,2065,"(dest: Option<&LodePNGInfo>, src: Option<&LodePNGInfo>) -> u32",yes,,LodePNGUnknownChunks_copy,lodepng_state_copy
lodepng_add_text_entry,src/lodepng.rs,2071,"(info: Option<&mut LodePNGInfo>, key: &str, str_val: &str, size: usize) -> u32",,,lodepng_clear_text,writeLZ77data
lodepng_info_init,src/lodepng.rs,2097,(info: Option<&mut LodePNGInfo>) -> (),yes,,lodepng_info_init,lodepng_info_init
lodepng_info_cleanup,src/lodepng.rs,2158,(info: Option<&mut LodePNGInfo>) -> (),yes,,lodepng_info_cleanup;lodepng_info_copy,lodepng_can_have_alpha
getValueRequiredBits,src/lodepng.rs,2165,(value: u8) -> u32,yes,,lodepng_compute_color_stats,getValueRequiredBits
lodepng_compute_color_stats,src/lodepng.rs,2172,"(stats: Option<&'a mut LodePNGColorStats>, image: Option<&'a [u8]>, w: u32, h: u32, mode_in: Option<&'a LodePNGColorMode>) -> u32",yes,,,lodepng_compute_color_stats
lodepng_get_raw_size,src/lodepng.rs,2185,"(w: u32, h: u32, color: Option<&LodePNGColorMode>) -> usize",yes,,lodepng_pixel_overflow,LodePNGBitReader_init
lodepng_get_raw_size_idat,src/lodepng.rs,2190,"(w: u32, h: u32, bpp: u32) -> usize",yes,,,lodepng_get_raw_size_idat
lodepng_pixel_overflow,src/lodepng.rs,2203,"(w: u32, h: u32, pngcolor: Option<&LodePNGColorMode>, rawcolor: Option<&LodePNGColorMode>) -> i32",yes,,,inflateHuffmanBlock
post_process_scanlines,src/lodepng.rs,2214,"(out: Option<&mut [c_uchar]>, r#in: Option<&mut [c_uchar]>, w: c_uint, h: c_uint, info_png: Option<&LodePNGInfo>) -> c_uint",,,postProcessScanlines,HuffmanTree_makeFromFrequencies
lodepng_can_have_alpha,src/lodepng.rs,2230,(info: Option<&LodePNGColorMode>) -> u32,yes,,lodepng_get_raw_size,
writeLZ77data,src/lodepng.rs,2238,"(writer: Option<&mut LodePNGBitWriter>, lz77_encoded: Option<&Uivector>, tree_ll: Option<&HuffmanTree>, tree_d: Option<&HuffmanTree>) -> ()",yes,,writeLZ77data,lodepng_huffman_code_lengths
lodepng_chunk_createv,src/lodepng.rs,2264,"(out: Option<&Ucvector>, type_: Option<&i8>, data: Option<&i8>, length: usize, chunk: Option<&mut Option<&mut i8>>) -> u32",yes,,lodepng_chunk_createv;lodepng_chunk_create,lodepng_inflate
writeSignature,src/lodepng.rs,2273,(out: Option<&mut Ucvector>) -> u32,yes,,addChunk_IHDR,writeSignature
addChunk_IHDR,src/lodepng.rs,2276,"(out: Option<&Ucvector>, w: u32, h: u32, colortype: LodePNGColorType, bitdepth: u32, interlace_method: u32) -> u32",yes,,,addChunk_IHDR
addChunk_PLTE,src/lodepng.rs,2292,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_PLTE,huffmanDecodeSymbol
addChunk_tRNS,src/lodepng.rs,2300,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_tRNS,ensureBits32
wctomb,src/lodepng.rs,2306,"(s: Option<&mut i8>, wchar: i32) -> i32",,,addChunk_tEXt,color_tree_cleanup
addChunk_IEND,src/lodepng.rs,2312,(out: Option<&mut Ucvector>) -> u32,yes,,,addChunk_IEND
addChunk_tEXt,src/lodepng.rs,2323,"(out: Option<&Ucvector>, keyword: Option<&i8>, textstring: Option<&i8>) -> u32",yes,,,addChunk_tEXt
addChunk_bKGD,src/lodepng.rs,2337,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_bKGD,ensureBits17
addChunk_tIME,src/lodepng.rs,2346,"(out: Option<&Ucvector>, time: Option<&LodePNGTime>) -> u32",yes,,addChunk_tIME,addChunk_tIME
addChunk_pHYs,src/lodepng.rs,2357,"(out: Option<&mut Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_pHYs;addChunk_gAMA,readBits
addChunk_gAMA,src/lodepng.rs,2365,"(out: Option<&mut Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_cHRM,lodepng_color_mode_copy
addChunk_cHRM,src/lodepng.rs,2368,"(out: Option<&mut Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,,lodepng_color_mode_equal
addChunk_sBIT,src/lodepng.rs,2376,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_sBIT,addChunk_PLTE
generateFixedLitLenTree,src/lodepng.rs,2384,(tree: Option<&mut HuffmanTree>) -> u32,yes,,generateFixedLitLenTree,generateFixedDistanceTree
generateFixedDistanceTree,src/lodepng.rs,2394,"(tree: Option<&mut HuffmanTree>, bitlen: Option<&mut [i32]>) -> u32",yes,,generateFixedDistanceTree,bpmnode_sort
get_tree_inflate_fixed,src/lodepng.rs,2402,"(tree_ll: Option<&mut HuffmanTree>, tree_d: Option<&mut HuffmanTree>) -> u32",,,getTreeInflateDynamic,getTreeInflateFixed
get_tree_inflate_dynamic,src/lodepng.rs,2416,"(tree_ll: Option<&mut HuffmanTree>, tree_d: Option<&mut HuffmanTree>, reader: Option<&mut LodePNGBitReader>) -> u32",,,,lodepng_add_text
lodepng_huffman_code_lengths,src/lodepng.rs,2432,"(lengths: Option<&mut HuffmanTree>, frequencies: Option<&[i32]>, numcodes: usize, maxbitlen: c_uint) -> c_uint",yes,,lodepng_huffman_code_lengths,updateHashChain
LodePNGText_cleanup,src/lodepng.rs,2446,(info: Option<&mut LodePNGInfo>) -> (),yes,,LodePNGText_copy,lodepng_clear_icc
readChunk_tEXt,src/lodepng.rs,2456,"(info: Option<&mut LodePNGInfo>, data: Option<&[u8]>, chunkLength: usize) -> u32",yes,,readChunk_tEXt,writeBitsReversed
lodepng_state_init,src/lodepng.rs,2467,(state: Option<&mut LodePNGState<'_>>) -> (),yes,,lodepng_state_init;lodepng_state_cleanup,lodepng_decoder_settings_init
LodePNGIText_copy,src/lodepng.rs,2475,"(dest: Option<&mut LodePNGInfo>, source: Option<&LodePNGInfo>) -> u32",yes,,LodePNGIText_copy,peekBits
auto_choose_color,src/lodepng.rs,2490,"(mode_out: Option<&mut LodePNGColorMode>, mode_in: Option<&LodePNGState<'a>>, stats: Option<&LodePNGColorStats>) -> u32",yes,,auto_choose_color,inflateNoCompression
lodepng_inspect,src/lodepng.rs,2521,"(w: Option<&mut i32>, h: Option<&mut i32>, state: Option<&mut LodePNGState>, input: Option<&[i8]>, insize: usize) -> u32",yes,,lodepng_inspect,lodepng_inspect
lodepng_color_stats_add,src/lodepng.rs,2534,"(stats: Option<&mut LodePNGColorStats>, r: u32, g: u32, b: u32, a: u32) -> u32",yes,,lodepng_color_stats_add,lodepng_color_stats_add
lodepng_convert,src/lodepng.rs,2551,"(out: Option<&mut [u8]>, input: Option<&[u8]>, mode_out: Option<&LodePNGColorMode>, mode_in: Option<&LodePNGColorMode>, w: u32, h: u32) -> u32",yes,,lodepng_convert,lodepng_convert
addChunk_sRGB,src/lodepng.rs,2615,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>) -> u32",yes,,addChunk_sRGB;addChunk_iCCP,ensureBits25
deflateFixed,src/lodepng.rs,2621,"(writer: Option<&mut LodePNGBitWriter>, hash: Option<&mut Hash>, data: Option<&c_char>, datapos: usize, dataend: usize, settings: Option<&LodePNGCompressSettings<'_>>, final_block: u32) -> u32",yes,,deflateFixed;lodepng_deflate,deflateDynamic
HuffmanTree_makeFromFrequencies,src/lodepng.rs,2640,"(tree: Option<&mut HuffmanTree>, frequencies: Option<&[i32]>, mincodes: usize, numcodes: usize, maxbitlen: c_uint) -> c_uint",yes,,HuffmanTree_makeFromFrequencies,boundaryPM
lodepng_info_copy,src/lodepng.rs,2671,"(dest: Option<&mut LodePNGInfo>, source: Option<&LodePNGInfo>) -> u32",yes,,,advanceBits
inflate_huffman_block,src/lodepng.rs,2677,"(out: Option<&mut Ucvector>, reader: Option<&mut LodePNGBitReader>, btype: u32, max_output_size: usize) -> u32",,,inflateHuffmanBlock,addChunk_zTXt
deflateDynamic,src/lodepng.rs,2700,"(writer: Option<&mut LodePNGBitWriter>, hash: Option<&mut Hash>, data: Option<&[i8]>, datapos: usize, dataend: usize, settings: Option<&LodePNGCompressSettings>, final_flag: u32) -> u32",yes,,deflateDynamic,deflateFixed
lodepng_inflatev,src/lodepng.rs,2713,"(out: Option<&mut Ucvector>, input: Option<&i8>, insize: usize, settings: Option<&LodePNGDecompressSettings>) -> u32",yes,,lodepng_inflatev,lodepng_set_icc
lodepng_deflatev,src/lodepng.rs,2743,"(out: Option<&mut Ucvector>, input: Option<&c_char>, insize: usize, settings: Option<&LodePNGCompressSettings<'_>>) -> u32",yes,,lodepng_deflatev,readChunk_zTXt
lodepng_inflate_block_logic,src/lodepng.rs,2753,"(out: Option<&mut Ucvector>, reader: Option<&mut LodePNGBitReader>, settings: Option<&LodePNGDecompressSettings>) -> u32",,,lodepng_inflate,readChunk_sRGB
inflate_no_compression,src/lodepng.rs,2764,"(out: Option<&mut Ucvector>, reader: Option<&mut LodePNGBitReader>, settings: Option<&LodePNGDecompressSettings>) -> u32",,,,readChunk_gAMA
lodepng_inflate,src/lodepng.rs,2782,"(out: &mut Option<&'a mut &mut [u8]>, outsize: &mut usize, input: Option<&[u8]>, insize: usize, settings: Option<&'a LodePNGDecompressSettings<'a>>) -> u32",yes,,inflatev,lodepng_deflate
inflatev,src/lodepng.rs,2798,"(out: Option<&mut Ucvector>, input: Option<&[u8]>, insize: usize, settings: Option<&'a LodePNGDecompressSettings<'a>>) -> u32",yes,,,inflatev
lodepng_zlib_decompressv,src/lodepng.rs,2855,"(out: Option<&'a mut Ucvector>, input: Option<&[i8]>, insize: usize, settings: Option<&'a LodePNGDecompressSettings<'a>>) -> u32",yes,,lodepng_zlib_decompressv,lodepng_assign_icc
lodepng_deflate,src/lodepng.rs,2883,"(out: &mut Option<&'a mut [u8]>, outsize: Option<&mut usize>, input: Option<&'a [u8]>, insize: usize, settings: Option<&'a LodePNGCompressSettings<'a>>) -> u32",yes,,deflate,lodepng_zlib_compress
lodepng_zlib_decompress,src/lodepng.rs,2897,"(out: Option<&'a mut Ucvector>, outsize: Option<&'a mut usize>, input: Option<&'a [u8]>, insize: usize, settings: Option<&'a LodePNGDecompressSettings<'a>>) -> u32",yes,,lodepng_zlib_decompress;zlib_decompress,lodepng_zlib_decompress
zlib_decompress,src/lodepng.rs,2942,"(out: Option<&'a mut Option<&'a mut [u8]>>, outsize: Option<&'a mut usize>, expected_size: usize, input: Option<&'a [u8]>, insize: usize, settings: Option<&'a LodePNGDecompressSettings<'a>>) -> u32",yes,,,zlib_decompress
lodepng_zlib_compress,src/lodepng.rs,2976,"(out: &mut Option<&'a mut [u8]>, outsize: Option<&mut usize>, input: Option<&'a [u8]>, insize: usize, settings: Option<&'a LodePNGCompressSettings<'a>>) -> u32",yes,,lodepng_zlib_compress,zlib_compress
read_chunk_ztxt,src/lodepng.rs,2997,"(info: Option<&'a mut LodePNGState<'a>>, decoder: Option<&'a LodePNGState<'a>>, data: Option<&'a [u8]>, chunk_length: usize) -> u32",,,readChunk_zTXt,lodepng_deflatev
readChunk_iTXt,src/lodepng.rs,3015,"(info: Option<&'a mut LodePNGState<'a>>, decoder: Option<&'a LodePNGState<'a>>, data: Option<&'a [u8]>, chunk_length: usize) -> u32",yes,,readChunk_iTXt,lodepng_inflatev
read_chunk_srgb,src/lodepng.rs,3026,"(info: Option<&mut LodePNGInfo>, data: Option<&[u8]>, chunk_length: usize) -> u32",,,readChunk_iCCP,lodepng_get_raw_size
read_chunk_iccp,src/lodepng.rs,3043,"(info: Option<&'a mut LodePNGState<'a>>, decoder: Option<&'a LodePNGState<'a>>, data: Option<&'a [u8]>, chunk_length: usize) -> u32",,,,HuffmanTree_makeFromLengths
lodepng_inspect_chunk,src/lodepng.rs,3073,"(state: Option<&'a mut LodePNGState<'a>>, pos: usize, input: Option<&'a [u8]>, insize: usize) -> u32",yes,,lodepng_inspect_chunk,addChunk_IDAT
decodeGeneric,src/lodepng.rs,3099,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a mut i32>, h: Option<&'a mut i32>, state: Option<&'a mut LodePNGState<'a>>, input: Option<&'a [u8]>, insize: usize) -> ()",yes,,decodeGeneric,lodepng_encode
addChunk_IDAT,src/lodepng.rs,3122,"(out: Option<&Ucvector>, data: Option<&i8>, datasize: usize, zlibsettings: Option<&LodePNGState>) -> u32",yes,,addChunk_IDAT,readChunk_iCCP
addChunk_zTXt,src/lodepng.rs,3136,"(out: Option<&Ucvector>, keyword: Option<&LodePNGInfo>, textstring: Option<&LodePNGInfo>, zlibsettings: Option<&LodePNGState>) -> u32",yes,,addChunk_zTXt,lodepng_zlib_decompressv
addChunk_iTXt,src/lodepng.rs,3150,"(out: Option<&'a Ucvector>, compress: u32, keyword: Option<&'a LodePNGInfo>, langtag: Option<&'a LodePNGInfo>, transkey: Option<&'a LodePNGInfo>, textstring: Option<&'a LodePNGInfo>, zlibsettings: Option<&'a LodePNGCompressSettings<'a>>) -> u32",yes,,addChunk_iTXt,getPixelColorRGBA16
addChunk_iCCP,src/lodepng.rs,3171,"(out: Option<&Ucvector>, info: Option<&LodePNGInfo>, zlibsettings: Option<&LodePNGCompressSettings<'_>>) -> u32",yes,,,writeBits
ilog2i,src/lodepng.rs,3180,(i: usize) -> usize,yes,,filter,ilog2
filter,src/lodepng.rs,3196,"(out: Option<&'a mut [u8]>, input: Option<&'a [u8]>, w: u32, h: u32, color: Option<&'a LodePNGColorMode>, settings: Option<&'a LodePNGEncoderSettings<'a>>) -> u32",yes,,,filter
lodepng_decode,src/lodepng.rs,3221,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a mut u32>, h: Option<&'a mut u32>, state: Option<&'a mut LodePNGState<'a>>, input: Option<&'a [u8]>, insize: usize) -> u32",yes,,lodepng_decode;lodepng_decode24,lodepng_decode
preProcessScanlines,src/lodepng.rs,3245,"(out: Option<&'a mut Option<&'a mut [c_uchar]>>, outsize: Option<&'a mut usize>, input: Option<&'a [c_uchar]>, w: u32, h: u32, info_png: Option<&'a LodePNGInfo>, settings: Option<&'a LodePNGEncoderSettings<'a>>) -> u32",yes,,preProcessScanlines,getPixelColorRGBA8
lodepng_decode_memory,src/lodepng.rs,3267,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a mut u32>, h: Option<&'a mut u32>, input: Option<&'a [u8]>, insize: usize, colortype: LodePNGColorType, bitdepth: u32) -> u32",yes,,lodepng_decode_memory,lodepng_decode_memory
isGrayICCProfile,src/lodepng.rs,3281,"(profile: Option<&[u8]>, size: u32) -> u32",yes,,lodepng_encode,adler32
isRGBICCProfile,src/lodepng.rs,3287,"(profile: Option<&[u8]>, size: u32) -> u32",yes,,,isRGBICCProfile
lodepng_encode,src/lodepng.rs,3301,"(out: Option<&'a mut Option<&'a mut [u8]>>, outsize: Option<&'a mut usize>, image: Option<&'a [u8]>, w: u32, h: u32, state: Option<&'a mut LodePNGState<'a>>) -> u32",yes,,lodepng_encode24,decodeGeneric
lodepng_decode32,src/lodepng.rs,3321,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a u32>, h: Option<&'a u32>, input: Option<&'a [u8]>, insize: usize) -> u32",yes,,lodepng_decode32;lodepng_decode_file,lodepng_decode24
lodepng_state_cleanup,src/lodepng.rs,3348,(state: Option<&mut LodePNGState>) -> (),yes,,,lodepng_decompress_settings_init
lodepng_decode24,src/lodepng.rs,3366,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a mut u32>, h: Option<&'a mut u32>, input: Option<&'a [u8]>, insize: usize) -> u32",yes,,,lodepng_decode32
lodepng_decode_file,src/lodepng.rs,3385,"(out: Option<&'a mut Option<&'a mut [u8]>>, w: Option<&'a mut u32>, h: Option<&'a mut u32>, filename: Option<&'a [c_char]>, colortype: LodePNGColorType, bitdepth: u32) -> u32",yes,,,lodepng_decode_file
lodepng_encode_memory,src/lodepng.rs,3408,"(out: Option<&mut Option<&mut [u8]>>, outsize: Option<&mut usize>, image: Option<&[u8]>, w: u32, h: u32, colortype: LodePNGColorType, bitdepth: u32) -> u32",yes,,lodepng_encode_memory,lodepng_encode_memory
lodepng_encode32,src/lodepng.rs,3516,"(out: Option<&mut Option<&mut [u8]>>, outsize: Option<&mut usize>, image: Option<&[u8]>, w: u32, h: u32) -> u32",yes,,lodepng_encode_file,lodepng_encode32
lodepng_encode24,src/lodepng.rs,3525,"(out: Option<&mut Option<&mut [u8]>>, outsize: Option<&mut usize>, image: Option<&[u8]>, w: u32, h: u32) -> u32",yes,,,lodepng_encode24
lodepng_encode_file,src/lodepng.rs,3534,"(filename: Option<&str>, image: Option<&[u8]>, w: u32, h: u32, colortype: LodePNGColorType, bitdepth: u32) -> u32",yes,,lodepng_encode32_file,lodepng_encode_file
